trial_number,metric,status,duration_sec,params,timestamp
72,nan,pruned,0.33,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""none"", ""top_k_final"": 16, ""top_k_rerank"": 16, ""top_k_retriever"": 32, ""use_multiv"": false, ""use_sparse"": false, ""w_dense"": 0.2514087535862703, ""w_multiv"": 0.5251235886830329, ""w_sparse"": 0.2234676577306969}",2026-01-07T15:03:14.186638Z
73,nan,pruned,1.56,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""none"", ""top_k_final"": 16, ""top_k_rerank"": 16, ""top_k_retriever"": 32, ""use_multiv"": false, ""use_sparse"": false, ""w_dense"": 0.10718939101291937, ""w_multiv"": 0.5442511058969662, ""w_sparse"": 0.34855950309011446}",2026-01-07T15:03:17.746283Z
74,nan,pruned,0.35,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""none"", ""top_k_final"": 16, ""top_k_rerank"": 16, ""top_k_retriever"": 32, ""use_multiv"": false, ""use_sparse"": false, ""w_dense"": 0.4228600330309207, ""w_multiv"": 0.44579626827146107, ""w_sparse"": 0.13134369869761825}",2026-01-07T15:03:19.894577Z
75,nan,pruned,0.38,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""none"", ""top_k_final"": 20, ""top_k_rerank"": 32, ""top_k_retriever"": 64, ""use_multiv"": false, ""use_sparse"": false, ""w_dense"": 0.26765380358371016, ""w_multiv"": 0.32047198089124473, ""w_sparse"": 0.4118742155250451}",2026-01-07T15:03:22.661970Z
76,nan,pruned,0.28,"{""fusion_method"": ""rrf"", ""rrf_k"": 60, ""score_normalization"": ""none"", ""top_k_final"": 20, ""top_k_rerank"": 32, ""top_k_retriever"": 32, ""use_multiv"": true, ""use_sparse"": true, ""w_dense"": 1.0, ""w_multiv"": 0.0, ""w_sparse"": 0.0}",2026-01-07T15:03:24.211856Z
77,nan,pruned,0.30,"{""fusion_method"": ""rrf"", ""rrf_k"": 60, ""score_normalization"": ""minmax_per_query"", ""top_k_final"": 5, ""top_k_rerank"": 64, ""top_k_retriever"": 150, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 1.0, ""w_multiv"": 0.0, ""w_sparse"": 0.0}",2026-01-07T15:03:25.896641Z
78,0.649194,complete,21.51,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""none"", ""top_k_final"": 3, ""top_k_rerank"": 32, ""top_k_retriever"": 128, ""use_multiv"": false, ""use_sparse"": true, ""w_dense"": 0.16497358962960432, ""w_multiv"": 0.5553290937323676, ""w_sparse"": 0.279697316638028}",2026-01-07T15:03:53.870365Z
79,0.719658,complete,3.44,"{""fusion_method"": ""rrf"", ""rrf_k"": 60, ""score_normalization"": ""none"", ""top_k_final"": 16, ""top_k_rerank"": 16, ""top_k_retriever"": 200, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 1.0, ""w_multiv"": 0.0, ""w_sparse"": 0.0}",2026-01-07T15:03:58.123085Z
80,nan,pruned,0.26,"{""fusion_method"": ""rrf"", ""rrf_k"": 60, ""score_normalization"": ""none"", ""top_k_final"": 16, ""top_k_rerank"": 16, ""top_k_retriever"": 200, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 1.0, ""w_multiv"": 0.0, ""w_sparse"": 0.0}",2026-01-07T15:03:59.523933Z
81,nan,pruned,0.32,"{""fusion_method"": ""rrf"", ""rrf_k"": 60, ""score_normalization"": ""none"", ""top_k_final"": 16, ""top_k_rerank"": 16, ""top_k_retriever"": 200, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 1.0, ""w_multiv"": 0.0, ""w_sparse"": 0.0}",2026-01-07T15:04:01.466351Z
82,nan,pruned,0.31,"{""fusion_method"": ""rrf"", ""rrf_k"": 60, ""score_normalization"": ""none"", ""top_k_final"": 16, ""top_k_rerank"": 16, ""top_k_retriever"": 200, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 1.0, ""w_multiv"": 0.0, ""w_sparse"": 0.0}",2026-01-07T15:04:03.351213Z
83,nan,pruned,3.49,"{""fusion_method"": ""rrf"", ""rrf_k"": 60, ""score_normalization"": ""none"", ""top_k_final"": 16, ""top_k_rerank"": 16, ""top_k_retriever"": 200, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 1.0, ""w_multiv"": 0.0, ""w_sparse"": 0.0}",2026-01-07T15:04:20.052727Z
84,nan,pruned,0.41,"{""fusion_method"": ""rrf"", ""rrf_k"": 60, ""score_normalization"": ""none"", ""top_k_final"": 20, ""top_k_rerank"": 32, ""top_k_retriever"": 32, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 1.0, ""w_multiv"": 0.0, ""w_sparse"": 0.0}",2026-01-07T15:04:29.806900Z
85,nan,pruned,0.21,"{""fusion_method"": ""rrf"", ""rrf_k"": 60, ""score_normalization"": ""none"", ""top_k_final"": 16, ""top_k_rerank"": 16, ""top_k_retriever"": 32, ""use_multiv"": true, ""use_sparse"": true, ""w_dense"": 1.0, ""w_multiv"": 0.0, ""w_sparse"": 0.0}",2026-01-07T15:04:30.839016Z
86,nan,pruned,0.40,"{""fusion_method"": ""rrf"", ""rrf_k"": 60, ""score_normalization"": ""minmax_per_query"", ""top_k_final"": 10, ""top_k_rerank"": 32, ""top_k_retriever"": 200, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 1.0, ""w_multiv"": 0.0, ""w_sparse"": 0.0}",2026-01-07T15:04:32.254251Z
87,nan,pruned,0.72,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""none"", ""top_k_final"": 20, ""top_k_rerank"": 64, ""top_k_retriever"": 64, ""use_multiv"": true, ""use_sparse"": true, ""w_dense"": 0.10422568167810733, ""w_multiv"": 0.5123354359801785, ""w_sparse"": 0.3834388823417143}",2026-01-07T15:04:34.751860Z
88,nan,pruned,0.33,"{""fusion_method"": ""rrf"", ""rrf_k"": 60, ""score_normalization"": ""zscore_per_query"", ""top_k_final"": 1, ""top_k_rerank"": 32, ""top_k_retriever"": 32, ""use_multiv"": false, ""use_sparse"": false, ""w_dense"": 1.0, ""w_multiv"": 0.0, ""w_sparse"": 0.0}",2026-01-07T15:04:36.561633Z
89,nan,pruned,0.31,"{""fusion_method"": ""rrf"", ""rrf_k"": 60, ""score_normalization"": ""none"", ""top_k_final"": 16, ""top_k_rerank"": 16, ""top_k_retriever"": 100, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 1.0, ""w_multiv"": 0.0, ""w_sparse"": 0.0}",2026-01-07T15:04:38.272421Z
90,nan,pruned,0.25,"{""fusion_method"": ""rrf"", ""rrf_k"": 60, ""score_normalization"": ""none"", ""top_k_final"": 20, ""top_k_rerank"": 32, ""top_k_retriever"": 32, ""use_multiv"": true, ""use_sparse"": true, ""w_dense"": 1.0, ""w_multiv"": 0.0, ""w_sparse"": 0.0}",2026-01-07T15:04:40.045332Z
91,nan,pruned,0.24,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""none"", ""top_k_final"": 3, ""top_k_rerank"": 32, ""top_k_retriever"": 128, ""use_multiv"": false, ""use_sparse"": true, ""w_dense"": 0.16200266397996135, ""w_multiv"": 0.5523105841963493, ""w_sparse"": 0.2856867518236894}",2026-01-07T15:04:42.303552Z
92,nan,pruned,0.95,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""none"", ""top_k_final"": 3, ""top_k_rerank"": 32, ""top_k_retriever"": 128, ""use_multiv"": false, ""use_sparse"": true, ""w_dense"": 0.22923637884842724, ""w_multiv"": 0.4416595313614088, ""w_sparse"": 0.3291040897901639}",2026-01-07T15:04:44.532408Z
93,nan,pruned,0.40,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""none"", ""top_k_final"": 5, ""top_k_rerank"": 32, ""top_k_retriever"": 128, ""use_multiv"": false, ""use_sparse"": true, ""w_dense"": 0.004165066677360398, ""w_multiv"": 0.6487467243091047, ""w_sparse"": 0.3470882090135349}",2026-01-07T15:04:46.943734Z
94,nan,pruned,0.32,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""none"", ""top_k_final"": 3, ""top_k_rerank"": 32, ""top_k_retriever"": 128, ""use_multiv"": false, ""use_sparse"": true, ""w_dense"": 0.20552205726364323, ""w_multiv"": 0.5755449964415649, ""w_sparse"": 0.21893294629479193}",2026-01-07T15:04:49.257191Z
95,nan,pruned,0.39,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""none"", ""top_k_final"": 3, ""top_k_rerank"": 32, ""top_k_retriever"": 128, ""use_multiv"": false, ""use_sparse"": true, ""w_dense"": 0.13637247506374106, ""w_multiv"": 0.7524679269504434, ""w_sparse"": 0.11115959798581548}",2026-01-07T15:04:51.349258Z
96,nan,pruned,0.32,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""minmax_per_query"", ""top_k_final"": 3, ""top_k_rerank"": 100, ""top_k_retriever"": 200, ""use_multiv"": false, ""use_sparse"": true, ""w_dense"": 0.17821531444572075, ""w_multiv"": 0.444144741196982, ""w_sparse"": 0.37763994435729736}",2026-01-07T15:04:53.722190Z
97,nan,pruned,8.02,"{""fusion_method"": ""rrf"", ""rrf_k"": 60, ""score_normalization"": ""none"", ""top_k_final"": 20, ""top_k_rerank"": 32, ""top_k_retriever"": 150, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 1.0, ""w_multiv"": 0.0, ""w_sparse"": 0.0}",2026-01-07T15:05:03.637969Z
98,nan,pruned,0.21,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""zscore_per_query"", ""top_k_final"": 20, ""top_k_rerank"": 32, ""top_k_retriever"": 32, ""use_multiv"": false, ""use_sparse"": true, ""w_dense"": 0.259978668521323, ""w_multiv"": 0.3838563294078271, ""w_sparse"": 0.3561650020708499}",2026-01-07T15:05:19.604499Z
99,nan,pruned,0.25,"{""fusion_method"": ""rrf"", ""rrf_k"": 60, ""score_normalization"": ""none"", ""top_k_final"": 3, ""top_k_rerank"": 16, ""top_k_retriever"": 64, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 1.0, ""w_multiv"": 0.0, ""w_sparse"": 0.0}",2026-01-07T15:05:21.056422Z
