trial_number,metric,status,duration_sec,params,timestamp
41,nan,pruned,1.01,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""zscore_per_query"", ""top_k_final"": 5, ""top_k_retriever"": 96, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 0.7284690997927703, ""w_multiv"": 0.19839453795906115, ""w_sparse"": 0.07313636224816851}",2026-01-07T11:36:51.110975Z
42,nan,pruned,0.39,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""zscore_per_query"", ""top_k_final"": 5, ""top_k_retriever"": 96, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 0.3747519163378412, ""w_multiv"": 0.2972494575828441, ""w_sparse"": 0.3279986260793147}",2026-01-07T11:36:53.960248Z
43,nan,pruned,0.30,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""zscore_per_query"", ""top_k_final"": 5, ""top_k_retriever"": 128, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 0.5176486653314705, ""w_multiv"": 0.39186489369613564, ""w_sparse"": 0.09048644097239383}",2026-01-07T11:36:55.879846Z
44,nan,pruned,0.36,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""zscore_per_query"", ""top_k_final"": 5, ""top_k_retriever"": 96, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 0.3218170417167737, ""w_multiv"": 0.3113032812868064, ""w_sparse"": 0.3668796769964199}",2026-01-07T11:36:58.223086Z
45,nan,pruned,0.29,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""zscore_per_query"", ""top_k_final"": 1, ""top_k_retriever"": 64, ""use_multiv"": false, ""use_sparse"": false, ""w_dense"": 0.5727848366150795, ""w_multiv"": 0.005364950734124125, ""w_sparse"": 0.4218502126507965}",2026-01-07T11:37:00.258606Z
46,nan,pruned,0.00,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""none"", ""top_k_final"": 20, ""top_k_retriever"": 8, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 0.45900035768196296, ""w_multiv"": 0.38019015922944727, ""w_sparse"": 0.16080948308858967}",2026-01-07T11:37:01.922902Z
47,nan,pruned,0.26,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""zscore_per_query"", ""top_k_final"": 5, ""top_k_retriever"": 24, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 0.27961424946747054, ""w_multiv"": 0.25794516568141057, ""w_sparse"": 0.4624405848511188}",2026-01-07T11:37:04.120959Z
48,nan,pruned,0.30,"{""fusion_method"": ""rrf"", ""rrf_k"": 60, ""score_normalization"": ""zscore_per_query"", ""top_k_final"": 10, ""top_k_retriever"": 32, ""use_multiv"": true, ""use_sparse"": true, ""w_dense"": 1.0, ""w_multiv"": 0.0, ""w_sparse"": 0.0}",2026-01-07T11:37:05.636303Z
49,nan,pruned,0.17,"{""fusion_method"": ""rrf"", ""rrf_k"": 60, ""score_normalization"": ""minmax_per_query"", ""top_k_final"": 3, ""top_k_retriever"": 64, ""use_multiv"": false, ""use_sparse"": false, ""w_dense"": 1.0, ""w_multiv"": 0.0, ""w_sparse"": 0.0}",2026-01-07T11:37:06.951802Z
50,nan,pruned,5.64,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""zscore_per_query"", ""top_k_final"": 5, ""top_k_retriever"": 96, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 0.19425340254376477, ""w_multiv"": 0.7124668330035754, ""w_sparse"": 0.09327976445265979}",2026-01-07T11:37:19.040634Z
51,nan,pruned,0.21,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""zscore_per_query"", ""top_k_final"": 1, ""top_k_retriever"": 96, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 0.9844369583235572, ""w_multiv"": 0.0003992264921195456, ""w_sparse"": 0.015163815184323316}",2026-01-07T11:37:23.899159Z
52,nan,pruned,0.25,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""zscore_per_query"", ""top_k_final"": 1, ""top_k_retriever"": 96, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 0.8573329179466856, ""w_multiv"": 0.0924346424005841, ""w_sparse"": 0.05023243965273032}",2026-01-07T11:37:25.418725Z
53,nan,pruned,0.32,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""zscore_per_query"", ""top_k_final"": 1, ""top_k_retriever"": 96, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 0.6807740339634755, ""w_multiv"": 0.16245767621413706, ""w_sparse"": 0.15676828982238747}",2026-01-07T11:37:27.283327Z
54,nan,pruned,0.31,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""zscore_per_query"", ""top_k_final"": 1, ""top_k_retriever"": 16, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 0.7795274170297676, ""w_multiv"": 0.04213825748986816, ""w_sparse"": 0.1783343254803643}",2026-01-07T11:37:29.532527Z
55,nan,pruned,0.20,"{""fusion_method"": ""rrf"", ""rrf_k"": 60, ""score_normalization"": ""zscore_per_query"", ""top_k_final"": 10, ""top_k_retriever"": 128, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 1.0, ""w_multiv"": 0.0, ""w_sparse"": 0.0}",2026-01-07T11:37:30.658125Z
56,nan,pruned,0.23,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""zscore_per_query"", ""top_k_final"": 5, ""top_k_retriever"": 64, ""use_multiv"": true, ""use_sparse"": true, ""w_dense"": 0.744003329398209, ""w_multiv"": 0.24514954621939902, ""w_sparse"": 0.010847124382391953}",2026-01-07T11:37:32.093928Z
57,nan,pruned,0.27,"{""fusion_method"": ""rrf"", ""rrf_k"": 60, ""score_normalization"": ""none"", ""top_k_final"": 20, ""top_k_retriever"": 24, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 1.0, ""w_multiv"": 0.0, ""w_sparse"": 0.0}",2026-01-07T11:37:33.688042Z
58,nan,pruned,0.52,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""zscore_per_query"", ""top_k_final"": 1, ""top_k_retriever"": 48, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 0.7104809160108475, ""w_multiv"": 0.20605009683705883, ""w_sparse"": 0.08346898715209371}",2026-01-07T11:37:35.908698Z
59,nan,pruned,1.03,"{""fusion_method"": ""rrf"", ""rrf_k"": 60, ""score_normalization"": ""zscore_per_query"", ""top_k_final"": 5, ""top_k_retriever"": 96, ""use_multiv"": true, ""use_sparse"": true, ""w_dense"": 1.0, ""w_multiv"": 0.0, ""w_sparse"": 0.0}",2026-01-07T11:37:38.212973Z
60,nan,pruned,0.16,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""zscore_per_query"", ""top_k_final"": 3, ""top_k_retriever"": 64, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 0.417606511085238, ""w_multiv"": 0.5193951549431747, ""w_sparse"": 0.06299833397158731}",2026-01-07T11:37:45.581231Z
61,nan,pruned,0.31,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""zscore_per_query"", ""top_k_final"": 5, ""top_k_retriever"": 8, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 0.8080838591372568, ""w_multiv"": 0.0886788924895635, ""w_sparse"": 0.10323724837317973}",2026-01-07T11:37:46.998687Z
62,nan,pruned,0.29,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""zscore_per_query"", ""top_k_final"": 5, ""top_k_retriever"": 8, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 0.7738384637032001, ""w_multiv"": 0.21109914493419663, ""w_sparse"": 0.015062391362603463}",2026-01-07T11:37:48.681273Z
63,nan,pruned,0.39,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""zscore_per_query"", ""top_k_final"": 5, ""top_k_retriever"": 8, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 0.9046258177520609, ""w_multiv"": 0.09223629794349462, ""w_sparse"": 0.0031378843044446844}",2026-01-07T11:37:51.006142Z
64,nan,pruned,0.63,"{""fusion_method"": ""rrf"", ""rrf_k"": 60, ""score_normalization"": ""minmax_per_query"", ""top_k_final"": 10, ""top_k_retriever"": 24, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 1.0, ""w_multiv"": 0.0, ""w_sparse"": 0.0}",2026-01-07T11:37:52.850622Z
65,nan,pruned,0.22,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""zscore_per_query"", ""top_k_final"": 5, ""top_k_retriever"": 64, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 0.6278400027799184, ""w_multiv"": 0.15510513689789987, ""w_sparse"": 0.21705486032218166}",2026-01-07T11:37:54.267680Z
66,nan,pruned,0.25,"{""fusion_method"": ""rrf"", ""rrf_k"": 60, ""score_normalization"": ""zscore_per_query"", ""top_k_final"": 3, ""top_k_retriever"": 8, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 1.0, ""w_multiv"": 0.0, ""w_sparse"": 0.0}",2026-01-07T11:37:55.653908Z
67,nan,pruned,0.30,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""minmax_per_query"", ""top_k_final"": 5, ""top_k_retriever"": 64, ""use_multiv"": false, ""use_sparse"": true, ""w_dense"": 0.40387648243127416, ""w_multiv"": 0.3371759678029353, ""w_sparse"": 0.25894754976579043}",2026-01-07T11:37:57.495541Z
68,nan,pruned,0.39,"{""fusion_method"": ""rrf"", ""rrf_k"": 60, ""score_normalization"": ""none"", ""top_k_final"": 10, ""top_k_retriever"": 32, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 1.0, ""w_multiv"": 0.0, ""w_sparse"": 0.0}",2026-01-07T11:37:59.173880Z
69,nan,pruned,0.55,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""zscore_per_query"", ""top_k_final"": 5, ""top_k_retriever"": 96, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 0.4096442590481922, ""w_multiv"": 0.3302392223419887, ""w_sparse"": 0.2601165186098191}",2026-01-07T11:38:01.378493Z
70,nan,pruned,0.31,"{""fusion_method"": ""rrf"", ""rrf_k"": 60, ""score_normalization"": ""zscore_per_query"", ""top_k_final"": 1, ""top_k_retriever"": 24, ""use_multiv"": true, ""use_sparse"": true, ""w_dense"": 1.0, ""w_multiv"": 0.0, ""w_sparse"": 0.0}",2026-01-07T11:38:02.947322Z
71,nan,pruned,0.27,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""minmax_per_query"", ""top_k_final"": 10, ""top_k_retriever"": 16, ""use_multiv"": false, ""use_sparse"": true, ""w_dense"": 0.20829691493165467, ""w_multiv"": 0.43298950782168344, ""w_sparse"": 0.35871357724666186}",2026-01-07T11:38:04.894490Z
72,nan,pruned,0.31,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""minmax_per_query"", ""top_k_final"": 10, ""top_k_retriever"": 16, ""use_multiv"": false, ""use_sparse"": true, ""w_dense"": 0.35205047363716796, ""w_multiv"": 0.5011279729663088, ""w_sparse"": 0.14682155339652314}",2026-01-07T11:38:06.874779Z
73,nan,pruned,0.27,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""minmax_per_query"", ""top_k_final"": 10, ""top_k_retriever"": 16, ""use_multiv"": false, ""use_sparse"": true, ""w_dense"": 0.36863765077127086, ""w_multiv"": 0.04361596358122488, ""w_sparse"": 0.5877463856475041}",2026-01-07T11:38:09.033343Z
74,nan,pruned,0.36,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""minmax_per_query"", ""top_k_final"": 10, ""top_k_retriever"": 128, ""use_multiv"": false, ""use_sparse"": true, ""w_dense"": 0.20053840166536066, ""w_multiv"": 0.37865301465502693, ""w_sparse"": 0.4208085836796123}",2026-01-07T11:38:11.132563Z
75,nan,pruned,0.26,"{""fusion_method"": ""rrf"", ""rrf_k"": 60, ""score_normalization"": ""minmax_per_query"", ""top_k_final"": 3, ""top_k_retriever"": 64, ""use_multiv"": false, ""use_sparse"": false, ""w_dense"": 1.0, ""w_multiv"": 0.0, ""w_sparse"": 0.0}",2026-01-07T11:38:14.742168Z
76,nan,pruned,0.00,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""zscore_per_query"", ""top_k_final"": 20, ""top_k_retriever"": 16, ""use_multiv"": true, ""use_sparse"": true, ""w_dense"": 0.22696332946080627, ""w_multiv"": 0.48153355932627556, ""w_sparse"": 0.2915031112129181}",2026-01-07T11:38:16.616643Z
77,nan,pruned,0.27,"{""fusion_method"": ""rrf"", ""rrf_k"": 60, ""score_normalization"": ""minmax_per_query"", ""top_k_final"": 5, ""top_k_retriever"": 48, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 1.0, ""w_multiv"": 0.0, ""w_sparse"": 0.0}",2026-01-07T11:38:18.155916Z
78,nan,pruned,0.45,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""zscore_per_query"", ""top_k_final"": 5, ""top_k_retriever"": 64, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 0.4421757943119035, ""w_multiv"": 0.30019589851655115, ""w_sparse"": 0.2576283071715453}",2026-01-07T11:38:20.297250Z
79,0.678244,complete,2.73,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""none"", ""top_k_final"": 10, ""top_k_retriever"": 96, ""use_multiv"": false, ""use_sparse"": true, ""w_dense"": 0.21288777463303987, ""w_multiv"": 0.35938737632968987, ""w_sparse"": 0.42772484903727026}",2026-01-07T11:38:24.891116Z
80,nan,pruned,0.32,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""none"", ""top_k_final"": 10, ""top_k_retriever"": 96, ""use_multiv"": false, ""use_sparse"": true, ""w_dense"": 0.28203785890998195, ""w_multiv"": 0.3289971178894147, ""w_sparse"": 0.3889650232006033}",2026-01-07T11:38:26.724823Z
81,nan,pruned,0.35,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""none"", ""top_k_final"": 10, ""top_k_retriever"": 96, ""use_multiv"": false, ""use_sparse"": true, ""w_dense"": 0.1471175268055433, ""w_multiv"": 0.45857887487895876, ""w_sparse"": 0.39430359831549777}",2026-01-07T11:38:29.171679Z
82,nan,pruned,0.31,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""none"", ""top_k_final"": 10, ""top_k_retriever"": 96, ""use_multiv"": false, ""use_sparse"": true, ""w_dense"": 0.11970091877480836, ""w_multiv"": 0.49502937885765985, ""w_sparse"": 0.3852697023675317}",2026-01-07T11:38:31.029177Z
83,nan,pruned,0.16,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""none"", ""top_k_final"": 10, ""top_k_retriever"": 96, ""use_multiv"": false, ""use_sparse"": true, ""w_dense"": 0.17412642914220428, ""w_multiv"": 0.4425020417072526, ""w_sparse"": 0.3833715291505431}",2026-01-07T11:38:33.093461Z
84,nan,pruned,0.31,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""none"", ""top_k_final"": 3, ""top_k_retriever"": 8, ""use_multiv"": false, ""use_sparse"": true, ""w_dense"": 0.5889717802521831, ""w_multiv"": 0.2898344737079343, ""w_sparse"": 0.12119374603988266}",2026-01-07T11:38:34.670374Z
85,nan,pruned,0.25,"{""fusion_method"": ""rrf"", ""rrf_k"": 60, ""score_normalization"": ""zscore_per_query"", ""top_k_final"": 5, ""top_k_retriever"": 24, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 1.0, ""w_multiv"": 0.0, ""w_sparse"": 0.0}",2026-01-07T11:38:49.038588Z
86,0.691873,complete,2.43,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""zscore_per_query"", ""top_k_final"": 10, ""top_k_retriever"": 64, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 0.261685155844368, ""w_multiv"": 0.20013642027502973, ""w_sparse"": 0.5381784238806022}",2026-01-07T11:38:52.934654Z
87,nan,pruned,0.60,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""zscore_per_query"", ""top_k_final"": 10, ""top_k_retriever"": 64, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 0.27093329718603326, ""w_multiv"": 0.19895214415678078, ""w_sparse"": 0.530114558657186}",2026-01-07T11:38:54.989415Z
88,nan,pruned,0.27,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""zscore_per_query"", ""top_k_final"": 1, ""top_k_retriever"": 64, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 0.36068396535660296, ""w_multiv"": 0.14558313428675013, ""w_sparse"": 0.49373290035664696}",2026-01-07T11:38:57.032883Z
89,nan,pruned,0.34,"{""fusion_method"": ""rrf"", ""rrf_k"": 60, ""score_normalization"": ""zscore_per_query"", ""top_k_final"": 5, ""top_k_retriever"": 64, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 1.0, ""w_multiv"": 0.0, ""w_sparse"": 0.0}",2026-01-07T11:38:58.717598Z
90,nan,pruned,0.25,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""zscore_per_query"", ""top_k_final"": 20, ""top_k_retriever"": 64, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 0.20726144517226736, ""w_multiv"": 0.28066005302022806, ""w_sparse"": 0.5120785018075046}",2026-01-07T11:39:00.729565Z
91,nan,pruned,0.32,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""zscore_per_query"", ""top_k_final"": 10, ""top_k_retriever"": 96, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 0.20762367277263666, ""w_multiv"": 0.24159521200087086, ""w_sparse"": 0.5507811152264925}",2026-01-07T11:39:02.599655Z
92,0.678316,complete,2.12,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""zscore_per_query"", ""top_k_final"": 10, ""top_k_retriever"": 32, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 0.4629752310981018, ""w_multiv"": 0.07480249574986018, ""w_sparse"": 0.46222227315203807}",2026-01-07T11:39:06.744650Z
93,nan,pruned,0.61,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""zscore_per_query"", ""top_k_final"": 10, ""top_k_retriever"": 32, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 0.37697589740935566, ""w_multiv"": 0.06879174693058761, ""w_sparse"": 0.5542323556600567}",2026-01-07T11:39:09.120404Z
94,nan,pruned,0.32,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""zscore_per_query"", ""top_k_final"": 10, ""top_k_retriever"": 32, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 0.49487897683722093, ""w_multiv"": 0.03444154731825619, ""w_sparse"": 0.47067947584452285}",2026-01-07T11:39:11.444953Z
95,nan,pruned,1.02,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""zscore_per_query"", ""top_k_final"": 10, ""top_k_retriever"": 32, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 0.6177394808912223, ""w_multiv"": 0.09403991459008552, ""w_sparse"": 0.28822060451869214}",2026-01-07T11:39:14.118696Z
96,nan,pruned,0.32,"{""fusion_method"": ""rrf"", ""rrf_k"": 60, ""score_normalization"": ""zscore_per_query"", ""top_k_final"": 5, ""top_k_retriever"": 32, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 1.0, ""w_multiv"": 0.0, ""w_sparse"": 0.0}",2026-01-07T11:39:15.700362Z
97,nan,pruned,0.30,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""zscore_per_query"", ""top_k_final"": 3, ""top_k_retriever"": 64, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 0.5933354039226649, ""w_multiv"": 0.3480256051169733, ""w_sparse"": 0.05863899096036179}",2026-01-07T11:39:17.713659Z
98,nan,pruned,0.30,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""zscore_per_query"", ""top_k_final"": 1, ""top_k_retriever"": 96, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 0.6191082433977256, ""w_multiv"": 0.003224279249998549, ""w_sparse"": 0.37766747735227574}",2026-01-07T11:39:19.820154Z
99,nan,pruned,0.30,"{""fusion_method"": ""rrf"", ""rrf_k"": 60, ""score_normalization"": ""zscore_per_query"", ""top_k_final"": 10, ""top_k_retriever"": 128, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 1.0, ""w_multiv"": 0.0, ""w_sparse"": 0.0}",2026-01-07T11:39:21.201969Z
100,nan,pruned,0.47,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""zscore_per_query"", ""top_k_final"": 5, ""top_k_retriever"": 8, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 0.5040097721414085, ""w_multiv"": 0.3235098800065664, ""w_sparse"": 0.17248034785202512}",2026-01-07T11:39:23.597348Z
101,nan,pruned,5.91,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""minmax_per_query"", ""top_k_final"": 10, ""top_k_retriever"": 16, ""use_multiv"": false, ""use_sparse"": true, ""w_dense"": 0.29385334779120775, ""w_multiv"": 0.41926462147668486, ""w_sparse"": 0.28688203073210755}",2026-01-07T11:39:45.180167Z
102,nan,pruned,0.25,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""none"", ""top_k_final"": 10, ""top_k_retriever"": 24, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 0.4859711944208915, ""w_multiv"": 0.09110780415654164, ""w_sparse"": 0.422921001422567}",2026-01-07T11:39:49.718185Z
103,nan,pruned,0.30,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""zscore_per_query"", ""top_k_final"": 10, ""top_k_retriever"": 64, ""use_multiv"": true, ""use_sparse"": true, ""w_dense"": 0.17005316354454275, ""w_multiv"": 0.4875640860142941, ""w_sparse"": 0.3423827504411631}",2026-01-07T11:39:51.843474Z
104,nan,pruned,0.53,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""minmax_per_query"", ""top_k_final"": 10, ""top_k_retriever"": 48, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 0.6168627092461207, ""w_multiv"": 0.19758671111190323, ""w_sparse"": 0.18555057964197602}",2026-01-07T11:39:53.988667Z
105,nan,pruned,0.30,"{""fusion_method"": ""rrf"", ""rrf_k"": 60, ""score_normalization"": ""zscore_per_query"", ""top_k_final"": 5, ""top_k_retriever"": 96, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 1.0, ""w_multiv"": 0.0, ""w_sparse"": 0.0}",2026-01-07T11:39:55.477545Z
106,nan,pruned,0.26,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""zscore_per_query"", ""top_k_final"": 3, ""top_k_retriever"": 64, ""use_multiv"": false, ""use_sparse"": true, ""w_dense"": 0.5165957547972905, ""w_multiv"": 0.06276749331039908, ""w_sparse"": 0.4206367518923104}",2026-01-07T11:39:57.705478Z
107,nan,pruned,0.33,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""minmax_per_query"", ""top_k_final"": 1, ""top_k_retriever"": 32, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 0.5767114503385573, ""w_multiv"": 0.14076798129721188, ""w_sparse"": 0.28252056836423073}",2026-01-07T11:40:00.048807Z
108,nan,pruned,0.29,"{""fusion_method"": ""rrf"", ""rrf_k"": 60, ""score_normalization"": ""zscore_per_query"", ""top_k_final"": 10, ""top_k_retriever"": 16, ""use_multiv"": true, ""use_sparse"": false, ""w_dense"": 1.0, ""w_multiv"": 0.0, ""w_sparse"": 0.0}",2026-01-07T11:40:01.546385Z
109,nan,pruned,0.54,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""zscore_per_query"", ""top_k_final"": 5, ""top_k_retriever"": 8, ""use_multiv"": true, ""use_sparse"": true, ""w_dense"": 0.6114903555545075, ""w_multiv"": 0.3529294815242969, ""w_sparse"": 0.035580162921195625}",2026-01-07T11:40:03.766463Z
110,nan,pruned,0.29,"{""fusion_method"": ""weighted_sum"", ""rrf_k"": 60, ""score_normalization"": ""none"", ""top_k_final"": 10, ""top_k_retriever"": 64, ""use_multiv"": false, ""use_sparse"": false, ""w_dense"": 0.410450085074989, ""w_multiv"": 0.15318094270765809, ""w_sparse"": 0.4363689722173529}",2026-01-07T11:40:05.751707Z
111,nan,pruned,0.31,"{""fusion_method"": ""rrf"", ""rrf_k"": 60, ""score_normalization"": ""minmax_per_query"", ""top_k_final"": 3, ""top_k_retriever"": 8, ""use_multiv"": false, ""use_sparse"": true, ""w_dense"": 1.0, ""w_multiv"": 0.0, ""w_sparse"": 0.0}",2026-01-07T11:40:07.303632Z
112,nan,pruned,0.26,"{""fusion_method"": ""rrf"", ""rrf_k"": 60, ""score_normalization"": ""minmax_per_query"", ""top_k_final"": 3, ""top_k_retriever"": 8, ""use_multiv"": false, ""use_sparse"": true, ""w_dense"": 1.0, ""w_multiv"": 0.0, ""w_sparse"": 0.0}",2026-01-07T11:40:08.967333Z
113,nan,pruned,0.35,"{""fusion_method"": ""rrf"", ""rrf_k"": 60, ""score_normalization"": ""minmax_per_query"", ""top_k_final"": 3, ""top_k_retriever"": 24, ""use_multiv"": false, ""use_sparse"": true, ""w_dense"": 1.0, ""w_multiv"": 0.0, ""w_sparse"": 0.0}",2026-01-07T11:40:10.740053Z
114,nan,pruned,0.46,"{""fusion_method"": ""rrf"", ""rrf_k"": 60, ""score_normalization"": ""minmax_per_query"", ""top_k_final"": 3, ""top_k_retriever"": 8, ""use_multiv"": false, ""use_sparse"": true, ""w_dense"": 1.0, ""w_multiv"": 0.0, ""w_sparse"": 0.0}",2026-01-07T11:40:12.472814Z
115,nan,pruned,0.47,"{""fusion_method"": ""rrf"", ""rrf_k"": 60, ""score_normalization"": ""minmax_per_query"", ""top_k_final"": 5, ""top_k_retriever"": 96, ""use_multiv"": true, ""use_sparse"": true, ""w_dense"": 1.0, ""w_multiv"": 0.0, ""w_sparse"": 0.0}",2026-01-07T11:40:13.980089Z
116,nan,pruned,0.57,"{""fusion_method"": ""rrf"", ""rrf_k"": 60, ""score_normalization"": ""zscore_per_query"", ""top_k_final"": 20, ""top_k_retriever"": 64, ""use_multiv"": false, ""use_sparse"": false, ""w_dense"": 1.0, ""w_multiv"": 0.0, ""w_sparse"": 0.0}",2026-01-07T11:40:15.818549Z
